-6,2
-5.9,2
-5.8,2
-5.7,3
-5.6,3
-5.5,3
-5.4,3
-5.3,4
-5.2,5
-5.1,5
-5,5
-4.9,5
-4.8,6
-4.7,7
-4.6,8
-4.5,7
-4.4,9
-4.3,7
-4.2,6
-4.1,6
-4,6
-3.9,10
-3.8,11
-3.7,10
-3.6,8
-3.5,8
-3.4,9
-3.3,12
-3.2,12
-3.1,9
-3,1
-2.9,1
-2.8,-7
-2.7,-6
-2.6,-6
-2.5,-9
-2.4,-16
-2.3,-18
-2.2,-25
-2.1,-24
-2,-20
-1.9,-31
-1.8,-38
-1.7,-36
-1.6,-27
-1.5,-19
-1.4,-18
-1.3,-17
-1.2,-20
-1.1,-29
-1,-24
-0.9,-35
-0.8,-26
-0.7,-22
-0.6,-16
-0.5,-16
-0.4,-23
-0.3,-36
-0.2,-26
-0.1,-37
0,-68
0.1,-56
0.2,-60
0.3,-96
0.4,-66
0.5,-47
0.6,-49
0.7,-61
0.8,-31
0.9,-25
1,-9
1.1,-15
1.2,3
1.3,14
1.4,9
1.5,14
1.6,29
1.7,37
1.8,16
1.9,29
2,25
2.1,31
2.2,58
2.3,43
2.4,59
2.5,51
2.6,49
2.7,46
2.8,60
2.9,60
3,51
3.1,40
3.2,47
3.3,47
3.4,41
3.5,28
3.6,30
3.7,25
3.8,33
3.9,32
4,34
4.1,30
4.2,24
4.3,24
4.4,25
4.5,27
4.6,28
4.7,25
4.8,17
4.9,13
5,16
5.1,11
5.2,11
5.3,9
5.4,8
5.5,5
5.6,3
5.7,4
5.8,3
5.9,4
6,4
